"LoincNumber","PartNumber","PartTypeName","PartSequenceOrder","PartName"
"83730-2","LP173418-7","Document.Kind","1","Note"
"83730-2","LP173127-4","Document.TypeOfService","1","Risk assessment and screening"
"83730-2","LP173061-5","Document.Setting","1","{Setting}"
"83730-2","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83731-0","LP173418-7","Document.Kind","1","Note"
"83731-0","LP173099-5","Document.TypeOfService","1","Conference"
"83731-0","LP173061-5","Document.Setting","1","{Setting}"
"83731-0","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83731-0","LP173073-0","Document.Role","1","Team"
"83732-8","LP173418-7","Document.Kind","1","Note"
"83732-8","LP173061-5","Document.Setting","1","{Setting}"
"83732-8","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83732-8","LP173073-0","Document.Role","1","Team"
"83733-6","LP173418-7","Document.Kind","1","Note"
"83733-6","LP173059-9","Document.Setting","1","Telephone encounter"
"83733-6","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83734-4","LP173418-7","Document.Kind","1","Note"
"83734-4","LP173209-0","Document.TypeOfService","1","Plan of care"
"83734-4","LP173061-5","Document.Setting","1","{Setting}"
"83734-4","LP173004-5","Document.SubjectMatterDomain","1","Physical medicine and rehab"
"83734-4","LP173072-2","Document.Role","1","Interdisciplinary"
"83735-1","LP173418-7","Document.Kind","1","Note"
"83735-1","LP173061-5","Document.Setting","1","{Setting}"
"83735-1","LP172932-8","Document.SubjectMatterDomain","1","Colon and rectal surgery"
"83735-1","LP173087-0","Document.Role","1","Physician fellow"
"83736-9","LP173418-7","Document.Kind","1","Note"
"83736-9","LP173061-5","Document.Setting","1","{Setting}"
"83736-9","LP172941-9","Document.SubjectMatterDomain","1","Endocrinology"
"83736-9","LP173087-0","Document.Role","1","Physician fellow"
"83737-7","LP173418-7","Document.Kind","1","Note"
"83737-7","LP173061-5","Document.Setting","1","{Setting}"
"83737-7","LP172945-0","Document.SubjectMatterDomain","1","Gastroenterology"
"83737-7","LP173087-0","Document.Role","1","Physician fellow"
"83738-5","LP173418-7","Document.Kind","1","Note"
"83738-5","LP173061-5","Document.Setting","1","{Setting}"
"83738-5","LP172947-6","Document.SubjectMatterDomain","1","Geriatric medicine"
"83738-5","LP173087-0","Document.Role","1","Physician fellow"
"83739-3","LP173418-7","Document.Kind","1","Note"
"83739-3","LP173061-5","Document.Setting","1","{Setting}"
"83739-3","LP175685-9","Document.SubjectMatterDomain","1","Hematology"
"83739-3","LP175686-7","Document.SubjectMatterDomain","2","Medical Oncology"
"83739-3","LP173087-0","Document.Role","1","Physician fellow"
"83740-1","LP173418-7","Document.Kind","1","Note"
"83740-1","LP173061-5","Document.Setting","1","{Setting}"
"83740-1","LP172951-8","Document.SubjectMatterDomain","1","Infectious disease"
"83740-1","LP173087-0","Document.Role","1","Physician fellow"
"83741-9","LP173418-7","Document.Kind","1","Note"
"83741-9","LP173061-5","Document.Setting","1","{Setting}"
"83741-9","LP172962-5","Document.SubjectMatterDomain","1","Nephrology"
"83741-9","LP173087-0","Document.Role","1","Physician fellow"
"83742-7","LP173418-7","Document.Kind","1","Note"
"83742-7","LP173061-5","Document.Setting","1","{Setting}"
"83742-7","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"83742-7","LP173087-0","Document.Role","1","Physician fellow"
"83743-5","LP173418-7","Document.Kind","1","Note"
"83743-5","LP173061-5","Document.Setting","1","{Setting}"
"83743-5","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"83743-5","LP173087-0","Document.Role","1","Physician fellow"
"83744-3","LP173418-7","Document.Kind","1","Note"
"83744-3","LP173061-5","Document.Setting","1","{Setting}"
"83744-3","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83744-3","LP173087-0","Document.Role","1","Physician fellow"
"83745-0","LP173418-7","Document.Kind","1","Note"
"83745-0","LP173061-5","Document.Setting","1","{Setting}"
"83745-0","LP173023-5","Document.SubjectMatterDomain","1","Rheumatology"
"83745-0","LP173087-0","Document.Role","1","Physician fellow"
"83746-8","LP173418-7","Document.Kind","1","Note"
"83746-8","LP173065-6","Document.Setting","1","Hospital"
"83746-8","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"83746-8","LP173087-0","Document.Role","1","Physician fellow"
"83747-6","LP173418-7","Document.Kind","1","Note"
"83747-6","LP173061-5","Document.Setting","1","{Setting}"
"83747-6","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"83747-6","LP173090-4","Document.Role","1","Physician assistant"
"83748-4","LP173418-7","Document.Kind","1","Note"
"83748-4","LP173061-5","Document.Setting","1","{Setting}"
"83748-4","LP172978-1","Document.SubjectMatterDomain","1","Orthopaedic surgery"
"83748-4","LP173090-4","Document.Role","1","Physician assistant"
"83749-2","LP173418-7","Document.Kind","1","Note"
"83749-2","LP173061-5","Document.Setting","1","{Setting}"
"83749-2","LP173010-2","Document.SubjectMatterDomain","1","Primary care"
"83749-2","LP173090-4","Document.Role","1","Physician assistant"
"83750-0","LP173418-7","Document.Kind","1","Note"
"83750-0","LP173061-5","Document.Setting","1","{Setting}"
"83750-0","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"83750-0","LP173090-4","Document.Role","1","Physician assistant"
"83751-8","LP173418-7","Document.Kind","1","Note"
"83751-8","LP173061-5","Document.Setting","1","{Setting}"
"83751-8","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"83751-8","LP173090-4","Document.Role","1","Physician assistant"
"83752-6","LP173418-7","Document.Kind","1","Note"
"83752-6","LP173061-5","Document.Setting","1","{Setting}"
"83752-6","LP173039-1","Document.SubjectMatterDomain","1","Vascular surgery"
"83752-6","LP173090-4","Document.Role","1","Physician assistant"
"83753-4","LP173418-7","Document.Kind","1","Note"
"83753-4","LP173061-5","Document.Setting","1","{Setting}"
"83753-4","LP172932-8","Document.SubjectMatterDomain","1","Colon and rectal surgery"
"83753-4","LP173089-6","Document.Role","1","Physician resident"
"83754-2","LP173418-7","Document.Kind","1","Note"
"83754-2","LP173061-5","Document.Setting","1","{Setting}"
"83754-2","LP172935-1","Document.SubjectMatterDomain","1","Dermatology"
"83754-2","LP173089-6","Document.Role","1","Physician resident"
"83755-9","LP173418-7","Document.Kind","1","Note"
"83755-9","LP173061-5","Document.Setting","1","{Setting}"
"83755-9","LP172941-9","Document.SubjectMatterDomain","1","Endocrinology"
"83755-9","LP173089-6","Document.Role","1","Physician resident"
"83756-7","LP173418-7","Document.Kind","1","Note"
"83756-7","LP173061-5","Document.Setting","1","{Setting}"
"83756-7","LP172945-0","Document.SubjectMatterDomain","1","Gastroenterology"
"83756-7","LP173089-6","Document.Role","1","Physician resident"
"83757-5","LP173418-7","Document.Kind","1","Note"
"83757-5","LP173061-5","Document.Setting","1","{Setting}"
"83757-5","LP172947-6","Document.SubjectMatterDomain","1","Geriatric medicine"
"83757-5","LP173089-6","Document.Role","1","Physician resident"
"83758-3","LP173418-7","Document.Kind","1","Note"
"83758-3","LP173061-5","Document.Setting","1","{Setting}"
"83758-3","LP175685-9","Document.SubjectMatterDomain","1","Hematology"
"83758-3","LP175686-7","Document.SubjectMatterDomain","2","Medical Oncology"
"83758-3","LP173089-6","Document.Role","1","Physician resident"
"83759-1","LP173418-7","Document.Kind","1","Note"
"83759-1","LP173061-5","Document.Setting","1","{Setting}"
"83759-1","LP172951-8","Document.SubjectMatterDomain","1","Infectious disease"
"83759-1","LP173089-6","Document.Role","1","Physician resident"
"83760-9","LP173418-7","Document.Kind","1","Note"
"83760-9","LP173061-5","Document.Setting","1","{Setting}"
"83760-9","LP172896-5","Document.SubjectMatterDomain","1","Interventional radiology"
"83760-9","LP173089-6","Document.Role","1","Physician resident"
"83761-7","LP173418-7","Document.Kind","1","Note"
"83761-7","LP173061-5","Document.Setting","1","{Setting}"
"83761-7","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"83761-7","LP173089-6","Document.Role","1","Physician resident"
"83762-5","LP173418-7","Document.Kind","1","Note"
"83762-5","LP173061-5","Document.Setting","1","{Setting}"
"83762-5","LP172962-5","Document.SubjectMatterDomain","1","Nephrology"
"83762-5","LP173089-6","Document.Role","1","Physician resident"
"83763-3","LP173418-7","Document.Kind","1","Note"
"83763-3","LP173061-5","Document.Setting","1","{Setting}"
"83763-3","LP172964-1","Document.SubjectMatterDomain","1","Neurology"
"83763-3","LP173089-6","Document.Role","1","Physician resident"
"83764-1","LP173418-7","Document.Kind","1","Note"
"83764-1","LP173061-5","Document.Setting","1","{Setting}"
"83764-1","LP172963-3","Document.SubjectMatterDomain","1","Neurological surgery"
"83764-1","LP173089-6","Document.Role","1","Physician resident"
"83765-8","LP173418-7","Document.Kind","1","Note"
"83765-8","LP173061-5","Document.Setting","1","{Setting}"
"83765-8","LP172971-6","Document.SubjectMatterDomain","1","Obstetrics and gynecology"
"83765-8","LP173089-6","Document.Role","1","Physician resident"
"83766-6","LP173418-7","Document.Kind","1","Note"
"83766-6","LP173061-5","Document.Setting","1","{Setting}"
"83766-6","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"83766-6","LP173089-6","Document.Role","1","Physician resident"
"83767-4","LP173418-7","Document.Kind","1","Note"
"83767-4","LP173061-5","Document.Setting","1","{Setting}"
"83767-4","LP172902-1","Document.SubjectMatterDomain","1","Oral and maxillofacial surgery"
"83767-4","LP173089-6","Document.Role","1","Physician resident"
"83768-2","LP173418-7","Document.Kind","1","Note"
"83768-2","LP173061-5","Document.Setting","1","{Setting}"
"83768-2","LP172978-1","Document.SubjectMatterDomain","1","Orthopaedic surgery"
"83768-2","LP173089-6","Document.Role","1","Physician resident"
"83769-0","LP173418-7","Document.Kind","1","Note"
"83769-0","LP173061-5","Document.Setting","1","{Setting}"
"83769-0","LP172980-7","Document.SubjectMatterDomain","1","Otolaryngology"
"83769-0","LP173089-6","Document.Role","1","Physician resident"
"83770-8","LP173418-7","Document.Kind","1","Note"
"83770-8","LP173061-5","Document.Setting","1","{Setting}"
"83770-8","LP172982-3","Document.SubjectMatterDomain","1","Palliative care"
"83770-8","LP173089-6","Document.Role","1","Physician resident"
"83771-6","LP173418-7","Document.Kind","1","Note"
"83771-6","LP173061-5","Document.Setting","1","{Setting}"
"83771-6","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"83771-6","LP173089-6","Document.Role","1","Physician resident"
"83772-4","LP173418-7","Document.Kind","1","Note"
"83772-4","LP173061-5","Document.Setting","1","{Setting}"
"83772-4","LP173010-2","Document.SubjectMatterDomain","1","Primary care"
"83772-4","LP173089-6","Document.Role","1","Physician resident"
"83773-2","LP173418-7","Document.Kind","1","Note"
"83773-2","LP173061-5","Document.Setting","1","{Setting}"
"83773-2","LP173011-0","Document.SubjectMatterDomain","1","Psychiatry"
"83773-2","LP173089-6","Document.Role","1","Physician resident"
"83774-0","LP173418-7","Document.Kind","1","Note"
"83774-0","LP173061-5","Document.Setting","1","{Setting}"
"83774-0","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83774-0","LP173089-6","Document.Role","1","Physician resident"
"83775-7","LP173418-7","Document.Kind","1","Note"
"83775-7","LP173061-5","Document.Setting","1","{Setting}"
"83775-7","LP173016-9","Document.SubjectMatterDomain","1","Radiation oncology"
"83775-7","LP173089-6","Document.Role","1","Physician resident"
"83776-5","LP173418-7","Document.Kind","1","Note"
"83776-5","LP173061-5","Document.Setting","1","{Setting}"
"83776-5","LP173023-5","Document.SubjectMatterDomain","1","Rheumatology"
"83776-5","LP173089-6","Document.Role","1","Physician resident"
"83777-3","LP173418-7","Document.Kind","1","Note"
"83777-3","LP173065-6","Document.Setting","1","Hospital"
"83777-3","LP173026-8","Document.SubjectMatterDomain","1","Spinal cord injury medicine"
"83777-3","LP173089-6","Document.Role","1","Physician resident"
"83778-1","LP173418-7","Document.Kind","1","Note"
"83778-1","LP173205-8","Document.TypeOfService","1","Admission evaluation"
"83778-1","LP173061-5","Document.Setting","1","{Setting}"
"83778-1","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"83778-1","LP173089-6","Document.Role","1","Physician resident"
"83779-9","LP173418-7","Document.Kind","1","Note"
"83779-9","LP173061-5","Document.Setting","1","{Setting}"
"83779-9","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"83779-9","LP173089-6","Document.Role","1","Physician resident"
"83780-7","LP173418-7","Document.Kind","1","Note"
"83780-7","LP173061-5","Document.Setting","1","{Setting}"
"83780-7","LP173033-4","Document.SubjectMatterDomain","1","Transplant surgery"
"83780-7","LP173089-6","Document.Role","1","Physician resident"
"83781-5","LP173418-7","Document.Kind","1","Note"
"83781-5","LP173061-5","Document.Setting","1","{Setting}"
"83781-5","LP173036-7","Document.SubjectMatterDomain","1","Urology"
"83781-5","LP173089-6","Document.Role","1","Physician resident"
"83782-3","LP173418-7","Document.Kind","1","Note"
"83782-3","LP173061-5","Document.Setting","1","{Setting}"
"83782-3","LP173039-1","Document.SubjectMatterDomain","1","Vascular surgery"
"83782-3","LP173089-6","Document.Role","1","Physician resident"
"83783-1","LP173418-7","Document.Kind","1","Note"
"83783-1","LP173061-5","Document.Setting","1","{Setting}"
"83783-1","LP172951-8","Document.SubjectMatterDomain","1","Infectious disease"
"83783-1","LP173085-4","Document.Role","1","Physician attending"
"83784-9","LP173418-7","Document.Kind","1","Note"
"83784-9","LP173061-5","Document.Setting","1","{Setting}"
"83784-9","LP172958-3","Document.SubjectMatterDomain","1","Mental health"
"83784-9","LP173084-7","Document.Role","1","Physician"
"83785-6","LP173418-7","Document.Kind","1","Note"
"83785-6","LP173061-5","Document.Setting","1","{Setting}"
"83785-6","LP172982-3","Document.SubjectMatterDomain","1","Palliative care"
"83785-6","LP173084-7","Document.Role","1","Physician"
"83786-4","LP173418-7","Document.Kind","1","Note"
"83786-4","LP173198-5","Document.TypeOfService","1","History and physical"
"83786-4","LP173061-5","Document.Setting","1","{Setting}"
"83786-4","LP173010-2","Document.SubjectMatterDomain","1","Primary care"
"83786-4","LP173084-7","Document.Role","1","Physician"
"83787-2","LP173418-7","Document.Kind","1","Note"
"83787-2","LP173061-5","Document.Setting","1","{Setting}"
"83787-2","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83787-2","LP173085-4","Document.Role","1","Physician attending"
"83788-0","LP173418-7","Document.Kind","1","Note"
"83788-0","LP173051-6","Document.Setting","1","Outpatient"
"83788-0","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83788-0","LP173085-4","Document.Role","1","Physician attending"
"83789-8","LP173418-7","Document.Kind","1","Note"
"83789-8","LP173234-8","Document.TypeOfService","1","Procedure"
"83789-8","LP173061-5","Document.Setting","1","{Setting}"
"83789-8","LP173015-1","Document.SubjectMatterDomain","1","Pulmonary disease"
"83789-8","LP173085-4","Document.Role","1","Physician attending"
"83790-6","LP173418-7","Document.Kind","1","Note"
"83790-6","LP173061-5","Document.Setting","1","{Setting}"
