description,observation_source_concept_id,observation_source_concept_name,observation_concept_id,concept_name
UNCOMPLICATED PEPTIC ULCER W MCC,0,,38001193,Uncomplicated peptic ulcer w MCC
UNCOMPLICATED PEPTIC ULCER W/O MCC,0,,38001194,Uncomplicated peptic ulcer w/o MCC
UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,0,,38001098,Upper limb & toe amputation for circ system disorders w CC
UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,0,,38001097,Upper limb & toe amputation for circ system disorders w MCC
UPPER LIMB & TOE AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS,38000407,Upper Limb and Toe Amputation For Circulatory System Disorders,38001099,Upper limb & toe amputation for circ system disorders w/o CC/MCC
URETHRAL PROCEDURES W CC/MCC,0,,38001415,Urethral procedures w CC/MCC
URETHRAL STRICTURE,0,,38001435,Urethral stricture
Urethral & Transurethral Procedures,0,,0,
Urinary Stones & Acquired Upper Urinary Tract Obstruction,0,,0,
"URINARY STONES WITH COMPLICATIONS, COMORBIDITIES, &/OR EXTRACORPOREAL SHOCK WAVE LITHOTRIPSY",38000621,"Urinary Stones with Complications, Comorbidities, and/or Extracorporeal Shock Wave Lithotripsy",,
URINARY STONES W/O ESW LITHOTRIPSY W MCC,0,,38001431,Urinary stones w/o esw lithotripsy w MCC
URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,0,,38001432,Urinary stones w/o esw lithotripsy w/o MCC
"UTERINE & ADNEXA PROCEDURE FOR NON-MALIGNANCY WITH COMPLICATIONS, COMORBIDITIES",38000656,"Uterine and Adnexa Procedure For Non-Malignancy with Complications, Comorbidities",,
"UTERINE & ADNEXA PROCEDURE FOR NON-MALIGNANCY WITHOUT COMPLICATIONS, COMORBIDITIES",38000657,"Uterine and Adnexa Procedure For Non-Malignancy without Complications, Comorbidities",,
Uterine & Adnexa Procedures For Leiomyoma,0,,0,
Uterine & Adnexa Procedures for Non-Malignancy Except Leiomyoma,0,,0,
"UTERINE, ADNEXA PROCEDURES FOR NON-OVARIAN/ADNEXAL MALIGNANCY WITH COMPLICATIONS, COMORBIDITIES",38000652,"Uterine, Adnexa Procedures For Non-Ovarian/Adnexal Malignancy with Complications, Comorbidities",,
Uterine & Adnexa Procedures for Non-ovarian & Non-adnexal Malig,0,,0,
Uterine & Adnexa Procedures for Ovarian & Adnexal Malignancy,0,,0,
UTERINE & ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY,38000655,Uterine and Adnexa Procedures For Ovarian or Adnexal Malignancy,,
UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,0,,38001468,Uterine & adnexa proc for non-malignancy w CC/MCC
"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",0,,38001466,"Uterine,adnexa proc for non-ovarian/adnexal malig w CC"
"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC",0,,38001465,"Uterine,adnexa proc for non-ovarian/adnexal malig w MCC"
"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",0,,38001467,"Uterine,adnexa proc for non-ovarian/adnexal malig w/o CC/MCC"
UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,0,,38001463,Uterine & adnexa proc for ovarian or adnexal malignancy w CC
UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,0,,38001462,Uterine & adnexa proc for ovarian or adnexal malignancy w MCC
"VAGINA, CERVIX & VULVA PROCEDURES",38000658,"Vagina, Cervix and Vulva Procedures",,
"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC",0,,38001472,"Vagina, cervix & vulva procedures w CC/MCC"
Vaginal Delivery,0,,0,
VAGINAL DELIVERY W COMPLICATING DIAGNOSES,0,,38001491,Vaginal delivery w complicating diagnoses
Vaginal Delivery w/ Complicating Procedures Exc Sterilization &/or D&C,0,,0,
VAGINAL DELIVERY WITH COMPLICATING DIAGNOSES,38000670,Vaginal Delivery with Complicating Diagnoses,,
VAGINAL DELIVERY WITH OPERATING ROOM PROCEDURE EXCEPT STERILIZATION &/OR DILATION & CURETTAGE,38000673,Vaginal Delivery with Operating Room Procedure Except Sterilization and/or Dilation and Curettage,,
VAGINAL DELIVERY WITH STERILIZATION &/OR DILATION & CURETTAGE,38000672,Vaginal Delivery with Sterilization and/or Dilation and Curettage,,
Vaginal Delivery w/ Sterilization &/or D&C,0,,0,
VEIN LIGATION & STRIPPING,38000415,Vein Ligation and Stripping,38001105,Vein ligation & stripping
Ventricular Shunt Procedures,0,,0,
VENTRICULAR SHUNT PROCEDURES W CC,0,,38000914,Ventricular shunt procedures w CC
VENTRICULAR SHUNT PROCEDURES WITH CC,38000835,Ventricular Shunt Procedures with Cc,38000913,Ventricular shunt procedures w MCC
VENTRICULAR SHUNT PROCEDURES W MCC,0,,38000913,Ventricular shunt procedures w MCC
VENTRICULAR SHUNT PROCEDURES W/O CC/MCC,0,,38000915,Ventricular shunt procedures w/o CC/MCC
Vertigo & Other Labyrinth Disorders,0,,0,
Viral Illness,0,,0,
VIRAL ILLNESS AGE >17,38000719,Viral Illness Age >17,,
VIRAL ILLNESS W MCC,0,,38001558,Viral illness w MCC
VIRAL ILLNESS W/O MCC,0,,38001559,Viral illness w/o MCC
Viral Meningitis,0,,38000948,Viral Meningitis
VIRAL MENINGITIS,38000309,Viral Meningitis,38000949,Viral meningitis w/o CC/MCC
VIRAL MENINGITIS,38000309,Viral Meningitis,38000948,Viral meningitis w CC/MCC
VIRAL MENINGITIS W CC/MCC,0,,38000948,Viral meningitis w CC/MCC
VIRAL MENINGITIS W/O CC/MCC,0,,38000949,Viral meningitis w/o CC/MCC
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",0,,38001253,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w CC"
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",0,,38001252,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w MCC"
"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC",0,,38001254,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w/o CC/MCC"
WOUND DEBRIDEMENTS FOR INJURIES,38000738,Wound Debridements For Injuries,,
WOUND DEBRIDEMENTS FOR INJURIES W CC,0,,38001580,Wound debridements for injuries w CC
WOUND DEBRIDEMENTS FOR INJURIES W MCC,0,,38001579,Wound debridements for injuries w MCC
WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC,0,,38001581,Wound debridements for injuries w/o CC/MCC
"WOUND DEBRIDEMENT & SKIN GRAFT EXCEPT HAND, FOR MUSCULOSKELETAL & CONNECTIVE TISSUE DISORDERS AGE>17 WITH COMPLICATIONS, COMORBIDITIES",38000515,"Wound Debridement and Skin Graft Except Hand, For Musculoskeletal and Connective Tissue Disorders Age>17 with Complications, Comorbidities",38001253,"Wnd debrid & skn grft exc hand, for musculo-conn tiss dis w CC"
